client_name,img_src,img_alt,img_width,href
Middleburg Communities,/img/new-logos/middleburg.png,Middleburg Communities,200,https://www.middleburgcommunities.com/
Milender White,/img/new-logos/Milender.png,Milender White,200,https://www.milenderwhite.com/
Miles & McClellan Construction,/img/new-logos/Miles_McClellan.png,Miles & McClellan Construction,130,http://mmbuildings.com/
Mill Creek Construction,/img/new-logos/millcreek.png,Mill Creek Construction,200,https://millcreekconstructioncompany.com/
Modern South Construction,/img/new-logos/modern.png,Modern South Construction,200,https://www.tate.org.uk/visit/tate-modern
Monteith Construction,/img/new-logos/monteith.png,Monteith Construction,200,https://www.monteithco.com/
Moriarty Construction,/img/new-logos/Moriarty.png,Moriarty Construction,193,http://www.jm-a.com/
Northwood Ravin,/img/new-logos/northwood.png,Northwood Ravin,200,https://nwrliving.com/
Opus Group,/img/new-logos/opus.png,Opus Group,200,https://www.opus-group.com/
Ordner Construction,/img/new-logos/ordner.png,Ordner Construction,200,https://www.ordner.com/
PS West Construction,/img/new-logos/pswest.jpeg,PS West Construction,200,https://m.facebook.com/p/PS-West-Construction-Co-Inc-100065676451904/
Powerbuild Construction,/img/new-logos/powerbuild.webp,Powerbuild Construction,200,https://www.power-build.com/
Prestige Building,/img/new-logos/PRESTIGE-Logo.png,Prestige Building,200,https://www.prestigeconstructions.com/
R.J. Leeper Construction,/img/new-logos/RJ_Leeper.png,R.J. Leeper Construction,115,https://www.leeperconstruction.com/
RMD Construction,/img/new-logos/rmd.jpeg,RMD Construction,200,https://www.rmdconstructionllc.com/
Ratzlaff Construction,/img/new-logos/ratzlaff.png,Ratzlaff Construction,200,https://www.ratzlaffconstructionllc.com/
Reeves Young Construction,/img/new-logos/reeves-young.png,Reeves Young Construction,200,https://www.reevesyoung.com/
Robins & Morton,/img/new-logos/robins-morton.png,Robins & Morton,200,https://www.robinsfcu.org/
Rodger Builders,/img/new-logos/Rodgers.png,Rodger Builders,178,https://www.rodgersbuilders.com/
Ryan Companies,/img/new-logos/ryan.png,Ryan Companies,200,https://www.ryancompanies.com/
Rycon Construction,/img/new-logos/rycon.png,Rycon Construction,200,https://ryconinc.com/
Samet Corporation,/img/new-logos/Samet-Corp.jpg,Samet Corporation,192,http://www.sametcorp.com/
Seawood Builders,/img/new-logos/seawood.jpeg,Seawood Builders,200,https://www.seawoodbuilders.com/
Shelco,/img/new-logos/Shelco.gif,Shelco,179,http://www.shelcollc.com/
Shell McElroy,/img/new-logos/shell.png,Shell McElroy,200,https://shellmcelroy.com/
Shiel Sexton,/img/new-logos/shiel.jpg,Shiel Sexton,93,http://www.shielsexton.com/
Skanska,/img/new-logos/Skanska.png,Skanska,190,https://www.skanska.com/
Sterling Construction,/img/new-logos/sterling.png,Sterling Construction,200,https://www.strlco.com/
Stokes Construction,/img/new-logos/stokes.jpeg,Stokes Construction,200,http://stokesconst.com/
Suffolk Construction,/img/new-logos/suffolk.png,Suffolk Construction,200,https://www.suffolk.com/
Swinerton,/img/new-logos/Swinerton.png,Swinerton,170,http://www.swinerton.com/
Thomas Construction Group,/img/new-logos/thomas.jpg,Thomas Construction Group,192,https://thomasconstructiongroup.com/
Trammell Crow Residential,/img/new-logos/Trammell_Crow.png,Trammell Crow Residential,127,https://www.crowholdings.com/tcr
Turner Construction Company,/img/new-logos/Turner.png,Turner Construction Company,124,https://www.turnerconstruction.com/
VA Health,/img/new-logos/vahealth.png,VA Health,196,http://www.va.gov/health/
VCC,/img/new-logos/vcc.png,VCC,200,https://www.vccusa.com/
Valor Construction,/img/new-logos/valor.png,Valor Construction,200,https://www.valorman.com/
Vannoy Contruction,/img/new-logos/Vannoy.png,Vannoy Contruction,132,https://www.jrvannoy.com/
Verdex,/img/new-logos/verdex.png,Verdex,200,https://www.vrtx.com/
WIMCO Corporation,/img/new-logos/Wimco.png,WIMCO Corporation,160,https://wimcocorp.com/
Weitz Company,/img/new-logos/weitz.png,Weitz Company,200,https://www.weitz.com/
Wells & Wells,/img/new-logos/wells.png,Wells & Wells,200,https://www.wellsandwellsconstruction.com/
Whiting-Turner Contracting Company,/img/new-logos/Whiting_Turner.png,Whiting-Turner Contracting Company,102,http://www.whiting-turner.com/
Wood Partners,/img/new-logos/Wood_Partners.png,Wood Partners,190,https://www.woodpartners.com/
Yates Construction,/img/new-logos/Yates.png,Yates Construction,168,https://www.wgyates.com/
